name	taxonomy_id	taxonomy_lvl	N2_num	N2_frac	N3_num	N3_frac	N4_num	N4_frac	E1_num	E1_frac	E3_num	E3_frac	E4_num	E4_frac	E5_num	E5_frac
Geobacter lovleyi	313985	S	0	0.00000	0	0.00000	49	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevefilum fermentans	1986204	S	58	0.00001	0	0.00000	91	0.00003	0	0.00000	0	0.00000	0	0.00000	155	0.00003
Saccharothrix espanaensis	103731	S	73422	0.01777	0	0.00000	3067	0.00088	43	0.00001	10	0.00000	0	0.00000	0	0.00000
Spiroplasma diminutum	216936	S	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus sp. CS13	2728853	S	45	0.00001	0	0.00000	308	0.00009	0	0.00000	0	0.00000	0	0.00000	955	0.00018
Actinoplanes derwentensis	113562	S	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Propionibacterium virus Solid	1982306	S	220	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasma hyosynoviae	29559	S	0	0.00000	0	0.00000	87	0.00003	0	0.00000	21	0.00000	0	0.00000	771	0.00015
Streptomyces viridosporus	67581	S	93	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
[Clostridium] innocuum	1522	S	814	0.00020	24	0.00000	769	0.00022	0	0.00000	0	0.00000	0	0.00000	37	0.00001
Allofrancisella inopinata	1085647	S	122	0.00003	0	0.00000	955	0.00027	0	0.00000	0	0.00000	0	0.00000	144	0.00003
Cupriavidus basilensis	68895	S	17	0.00000	1993	0.00020	15	0.00000	0	0.00000	152	0.00002	0	0.00000	0	0.00000
Bacteroides caccae	47678	S	675	0.00016	0	0.00000	73	0.00002	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Chromobacterium sp. ATCC 53434	2059672	S	0	0.00000	0	0.00000	74	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acaryochloris marina	155978	S	0	0.00000	0	0.00000	429	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Kinetoplastibacterium crithidii	33056	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga sp. H4358	1945658	S	0	0.00000	0	0.00000	360	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Furfurilactobacillus rossiae	231049	S	0	0.00000	0	0.00000	38	0.00001	0	0.00000	392	0.00006	35	0.00021	0	0.00000
Leuconostoc mesenteroides	1245	S	1202	0.00029	559	0.00006	89	0.00003	225	0.00005	0	0.00000	0	0.00000	178	0.00003
Turicimonas muris	1796652	S	0	0.00000	0	0.00000	358	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agrobacterium sp. T29	2580515	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1531	0.00023	0	0.00000	0	0.00000
Staphylococcus xylosus	1288	S	50	0.00001	15	0.00000	135	0.00004	100	0.00002	0	0.00000	0	0.00000	300	0.00006
Entomoplasma freundtii	74700	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00001
Cellulophaga baltica	76594	S	132	0.00003	0	0.00000	75	0.00002	0	0.00000	20	0.00000	0	0.00000	82	0.00002
Mucilaginibacter sp. HYN0043	2305508	S	0	0.00000	0	0.00000	179	0.00005	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Lactobacillus mucosae	97478	S	0	0.00000	11	0.00000	43	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ignavibacterium album	591197	S	526	0.00013	1358	0.00014	201	0.00006	0	0.00000	360	0.00005	0	0.00000	34	0.00001
Lactobacillus backii	375175	S	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alteromonas sp. BL110	1714845	S	0	0.00000	0	0.00000	53	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermus sp. CCB_US3_UF1	1111069	S	0	0.00000	0	0.00000	216	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces sp. Chiba101	1851395	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00001
Methylomicrobium sp. wino1	2049332	S	0	0.00000	0	0.00000	81	0.00002	0	0.00000	9045	0.00135	0	0.00000	0	0.00000
Vibrio sp. Sal10	2777577	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter amalonaticus	35703	S	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	32	0.00020	45	0.00001
Kocuria indica	1049583	S	114	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corallococcus macrosporus	35	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Saccharophagus degradans	86304	S	0	0.00000	0	0.00000	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia territorii	1503055	S	33	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Olivibacter sp. SDN3	2764720	S	293	0.00007	0	0.00000	277	0.00008	0	0.00000	1522	0.00023	0	0.00000	0	0.00000
Adhaeribacter radiodurans	2745197	S	40	0.00001	0	0.00000	333	0.00010	0	0.00000	4281	0.00064	0	0.00000	0	0.00000
Psychrobacter sp. DAB_AL43B	1028416	S	718	0.00017	0	0.00000	56	0.00002	0	0.00000	0	0.00000	6669	0.04074	0	0.00000
Streptococcus sanguinis	1305	S	38	0.00001	28	0.00000	1994	0.00057	0	0.00000	1537	0.00023	15	0.00009	0	0.00000
Chlamydia suis	83559	S	0	0.00000	12	0.00000	133	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cloacibacterium normanense	237258	S	0	0.00000	0	0.00000	334	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ralstonia pickettii	329	S	0	0.00000	0	0.00000	32	0.00001	247	0.00005	0	0.00000	0	0.00000	0	0.00000
Mycoplasma crocodyli	50052	S	0	0.00000	0	0.00000	194	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chloracidobacterium thermophilum	458033	S	46	0.00001	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pauljensenia hongkongensis	178339	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Leptotrichia hongkongensis	554406	S	213	0.00005	0	0.00000	109	0.00003	0	0.00000	0	0.00000	0	0.00000	47	0.00001
Actinobacillus equuli	718	S	32	0.00001	0	0.00000	142	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Formosa sediminum	2594004	S	16	0.00000	0	0.00000	63	0.00002	12	0.00000	0	0.00000	0	0.00000	18	0.00000
Xenorhabdus poinarii	40577	S	5499	0.00133	0	0.00000	62	0.00002	0	0.00000	35	0.00001	0	0.00000	0	0.00000
Acetobacter pasteurianus	438	S	14	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingomonas sp. HKS19	1813879	S	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodospirillum centenum	34018	S	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanella sp. FDAARGOS_354	1930557	S	0	0.00000	36109	0.00371	26	0.00001	396	0.00008	0	0.00000	0	0.00000	0	0.00000
Flavobacterium psychrophilum	96345	S	92	0.00002	0	0.00000	186	0.00005	71	0.00001	0	0.00000	0	0.00000	0	0.00000
Nitrosococcus watsonii	473531	S	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agromyces sp. LHK192	2498704	S	0	0.00000	0	0.00000	457	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium insubricum	444597	S	30	0.00001	0	0.00000	14	0.00000	219	0.00004	0	0.00000	0	0.00000	0	0.00000
Bacillus vallismortis	72361	S	30	0.00001	0	0.00000	82	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aliivibrio fischeri	668	S	21	0.00001	0	0.00000	66	0.00002	0	0.00000	28	0.00000	0	0.00000	0	0.00000
Geobacillus sp. 44B	1963023	S	23	0.00001	0	0.00000	529	0.00015	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Hungateiclostridium thermocellum	1515	S	760	0.00018	0	0.00000	2695	0.00077	42	0.00001	1872	0.00028	221	0.00135	0	0.00000
Lactobacillus vaginalis	1633	S	0	0.00000	0	0.00000	137	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lelliottia jeotgali	1907578	S	11	0.00000	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasma leachii	2105	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helicobacter himalayensis	1591088	S	0	0.00000	0	0.00000	154	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. DL592	2675524	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	413	0.00006	0	0.00000	0	0.00000
Oleiphilus messinensis	141451	S	137	0.00003	0	0.00000	123	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. ACNIH1	1636603	S	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces oris	544580	S	674	0.00016	0	0.00000	143	0.00004	0	0.00000	0	0.00000	0	0.00000	118	0.00002
Bacillus marisflavi	189381	S	231	0.00006	39	0.00000	1564	0.00045	0	0.00000	0	0.00000	10	0.00006	145	0.00003
Weissella confusa	1583	S	28	0.00001	0	0.00000	85	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacteriaceae endosymbiont of Donacia cincticornis	2675773	S	73	0.00002	77	0.00001	0	0.00000	8318	0.00167	0	0.00000	0	0.00000	0	0.00000
Actinomyces tangfeifanii	1912795	S	12	0.00000	203	0.00002	0	0.00000	430	0.00009	0	0.00000	0	0.00000	0	0.00000
Cupriavidus pauculus	82633	S	25	0.00001	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevibacterium sandarakinum	629680	S	44	0.00001	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nesciobacter abundans	2601668	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00014	163	0.00003
Pseudomonas versuta	1788301	S	0	0.00000	0	0.00000	88	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysinibacillus fusiformis	28031	S	222	0.00005	0	0.00000	290	0.00008	37	0.00001	77	0.00001	0	0.00000	0	0.00000
Sulfurospirillum halorespirans	194424	S	110	0.00003	0	0.00000	75	0.00002	0	0.00000	0	0.00000	0	0.00000	33	0.00001
Campylobacter ornithocola	1848766	S	180	0.00004	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Streptomyces lydicus	47763	S	0	0.00000	196	0.00002	0	0.00000	0	0.00000	357	0.00005	0	0.00000	0	0.00000
endosymbiont of Acanthamoeba sp. UWC8	86106	S	10	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	29	0.00001
Mycobacterium gallinarum	39689	S	28	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flammeovirga sp. MY04	1191459	S	46	0.00001	436	0.00004	99	0.00003	0	0.00000	59	0.00001	0	0.00000	13	0.00000
Rahnella sp. ERMR1:05	1805933	S	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Klebsiella quasipneumoniae	1463165	S	0	0.00000	0	0.00000	440	0.00013	0	0.00000	0	0.00000	10	0.00006	0	0.00000
Thermoanaerobacterium xylanolyticum	29329	S	366	0.00009	55	0.00001	591	0.00017	0	0.00000	1129	0.00017	0	0.00000	12	0.00000
Cupriavidus oxalaticus	96344	S	80	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Portiera aleyrodidarum	91844	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sabulinigri	472181	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	191	0.00003	0	0.00000	0	0.00000
Flavobacterium sp. I3-2	2748319	S	48	0.00001	0	0.00000	41	0.00001	19	0.00000	0	0.00000	0	0.00000	48	0.00001
Bacillus vietnamensis	218284	S	41	0.00001	0	0.00000	409	0.00012	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavihumibacter sp. SB-02	2676868	S	0	0.00000	0	0.00000	373	0.00011	394	0.00008	0	0.00000	0	0.00000	0	0.00000
Bartonella australis	388640	S	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium gallinarum	1324352	S	302	0.00007	0	0.00000	99	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter hyointestinalis	198	S	17	0.00000	0	0.00000	223	0.00006	0	0.00000	37	0.00001	0	0.00000	0	0.00000
Gramella echinicola	279359	S	39	0.00001	0	0.00000	62	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dolichospermum flos-aquae	1166	S	0	0.00000	0	0.00000	194	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Variovorax sp. WDL1	207745	S	16	0.00000	0	0.00000	59	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. NP-1	2599595	S	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Exiguobacterium sp. AT1b	360911	S	0	0.00000	0	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pandoraea norimbergensis	93219	S	0	0.00000	0	0.00000	0	0.00000	246	0.00005	0	0.00000	0	0.00000	0	0.00000
Pseudoalteromonas spongiae	298657	S	20	0.00000	0	0.00000	2384	0.00069	0	0.00000	0	0.00000	15	0.00009	35	0.00001
Acinetobacter sp. NCu2D-2	1608473	S	70	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halomonas campaniensis	213554	S	0	0.00000	0	0.00000	107	0.00003	0	0.00000	0	0.00000	0	0.00000	344	0.00007
Campylobacter iguaniorum	1244531	S	39	0.00001	0	0.00000	345	0.00010	0	0.00000	0	0.00000	27	0.00016	734	0.00014
Candidatus Vesicomyosocius sp. SY067_SCS001	2732590	S	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ligilactobacillus salivarius	1624	S	291	0.00007	0	0.00000	636	0.00018	20	0.00000	320	0.00005	51	0.00031	217	0.00004
Bifidobacterium dentium	1689	S	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pedobacter heparinus	984	S	0	0.00000	0	0.00000	56	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Anaplasma platys	949	S	0	0.00000	0	0.00000	30	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bisgaardia hudsonensis	109472	S	0	0.00000	13	0.00000	160	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter seifertii	1530123	S	0	0.00000	0	0.00000	50	0.00001	16	0.00000	0	0.00000	0	0.00000	0	0.00000
Campylobacter fetus	196	S	205	0.00005	0	0.00000	103	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Limnohabitans sp. 103DPR2	1678129	S	0	0.00000	17	0.00000	119	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus hokkaidonensis	1193095	S	26	0.00001	0	0.00000	1049	0.00030	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Achromobacter sp. B7	2282475	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17467	0.00333
Microbacterium sp. ST-M6	2614638	S	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesorhizobium sp. NZP2077	2483404	S	0	0.00000	0	0.00000	86	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella paramesenteroides	1249	S	0	0.00000	0	0.00000	518	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Porphyromonas gingivalis	837	S	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	44	0.00027	0	0.00000
Bartonella sp. 1-1C	515256	S	67	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium indoltheticum	254	S	66	0.00002	0	0.00000	419	0.00012	385	0.00008	741	0.00011	0	0.00000	21	0.00000
Paraburkholderia sp. SOS3	1926494	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	168	0.00003
Candidatus Borrelia tachyglossi	1964448	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00001	0	0.00000	0	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	10	0.00000	46	0.00000	200	0.00006	16	0.00000	28	0.00000	0	0.00000	17	0.00000
Lactococcus phage 949	881953	S	10	0.00000	0	0.00000	0	0.00000	14604	0.00293	0	0.00000	0	0.00000	0	0.00000
Helicobacter typhlonius	76936	S	70	0.00002	0	0.00000	59	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia sp. CCGE1003	640512	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	24	0.00015	25	0.00000
Corynebacterium urealyticum	43771	S	2963	0.00072	98	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geminocystis sp. NIES-3709	1617448	S	15	0.00000	37	0.00000	150	0.00004	175	0.00004	0	0.00000	0	0.00000	0	0.00000
Staphylococcus nepalensis	214473	S	57	0.00001	74	0.00001	120	0.00003	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Streptococcus gwangjuense	1433513	S	29	0.00001	0	0.00000	216	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter towneri	202956	S	0	0.00000	314	0.00003	105	0.00003	42	0.00001	55	0.00001	0	0.00000	20	0.00000
Propionibacterium virus PHL070N00	1982279	S	221	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Winkia sp. C64	2692125	S	181	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces coeruleorubidus	116188	S	73	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Bradyrhizobium betae	244734	S	0	0.00000	115	0.00001	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenibacillus xylanexedens	528191	S	219	0.00005	1026	0.00011	199	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquimarina sp. AD10	1714849	S	25	0.00001	0	0.00000	118	0.00003	48	0.00001	13	0.00000	0	0.00000	18	0.00000
Propionibacterium phage PHL085N00	1500812	S	416	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter sp. BDA59-3	2781952	S	0	0.00000	0	0.00000	35	0.00001	0	0.00000	0	0.00000	33	0.00020	0	0.00000
Aliivibrio salmonicida	40269	S	16	0.00000	38	0.00000	52	0.00001	12	0.00000	0	0.00000	0	0.00000	80	0.00002
Gallaecimonas mangrovi	2291597	S	21	0.00001	0	0.00000	54	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brachyspira hyodysenteriae	159	S	156	0.00004	0	0.00000	927	0.00027	0	0.00000	0	0.00000	0	0.00000	98	0.00002
Janthinobacterium sp. B9-8	1236179	S	0	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	261	0.00005
Amniculibacterium sp. G2-70	2767188	S	0	0.00000	0	0.00000	56	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Treponema azotonutricium	150829	S	18	0.00000	0	0.00000	72	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Sulfurimonas baltica	2740404	S	91	0.00002	0	0.00000	85	0.00002	0	0.00000	335	0.00005	0	0.00000	0	0.00000
Turneriella parva	29510	S	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prevotella copri	165179	S	50	0.00001	0	0.00000	73	0.00002	0	0.00000	0	0.00000	84	0.00051	0	0.00000
Streptomyces harbinensis	1176198	S	0	0.00000	0	0.00000	0	0.00000	969	0.00019	0	0.00000	0	0.00000	0	0.00000
Oxalobacter formigenes	847	S	0	0.00000	0	0.00000	89	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pontibacter pudoricolor	2694930	S	48	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Pseudomonas adelgestsugas	1302376	S	27	0.00001	0	0.00000	0	0.00000	0	0.00000	6966	0.00104	12	0.00007	0	0.00000
Tenacibaculum dicentrarchi	669041	S	0	0.00000	908	0.00009	68	0.00002	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Francisella uliginis	573570	S	178	0.00004	0	0.00000	42	0.00001	0	0.00000	0	0.00000	0	0.00000	5497	0.00105
Salegentibacter sp. T436	1729720	S	24	0.00001	0	0.00000	150	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Francisella marina	2249302	S	0	0.00000	0	0.00000	141	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nodularia spumigena	70799	S	0	0.00000	0	0.00000	347	0.00010	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Granulicella sp. 5B5	1617967	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
endosymbiont of Euscepes postfasciatus	650377	S	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysinibacillus sphaericus	1421	S	691	0.00017	0	0.00000	2186	0.00063	87	0.00002	0	0.00000	0	0.00000	50	0.00001
Apibacter sp. B3706	2656760	S	0	0.00000	0	0.00000	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. ADI95-16	1522758	S	0	0.00000	0	0.00000	71	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mucilaginibacter sp. F39-2	2728022	S	0	0.00000	0	0.00000	309	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga cynodegmi	28189	S	14	0.00000	0	0.00000	1448	0.00042	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Bacillus sp. FJAT-18017	1705566	S	155	0.00004	0	0.00000	215	0.00006	309	0.00006	11340	0.00169	0	0.00000	474	0.00009
Bradyrhizobium amphicarpaeae	1404768	S	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	0	0.00000	0	0.00000
Corynebacterium striatum	43770	S	7570	0.00183	14	0.00000	0	0.00000	565	0.00011	0	0.00000	0	0.00000	57	0.00001
Polaromonas vacuolata	37448	S	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Legionella sp. PC997	2755562	S	194	0.00005	0	0.00000	118	0.00003	0	0.00000	1042	0.00016	0	0.00000	0	0.00000
Flavobacterium indicum	312277	S	55	0.00001	0	0.00000	35	0.00001	13	0.00000	146	0.00002	30	0.00018	798	0.00015
Myroides profundi	480520	S	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia umbonata	864828	S	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halocella sp. SP3-1	2382161	S	615	0.00015	0	0.00000	687	0.00020	162	0.00003	4238	0.00063	148	0.00090	42	0.00001
Alistipes shahii	328814	S	0	0.00000	0	0.00000	229	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. endophyte_N2	2153485	S	0	0.00000	143	0.00001	81	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinitoga sp. 1137	1545835	S	219	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium anyangense	1431246	S	0	0.00000	19	0.00000	140	0.00004	0	0.00000	941	0.00014	0	0.00000	0	0.00000
Thermoanaerosceptrum fracticalcis	1712410	S	233	0.00006	57	0.00001	2587	0.00074	0	0.00000	8773	0.00131	12	0.00007	0	0.00000
Arthrobacter sp. 24S4-2	2575374	S	175	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00001
Algicoccus marinus	2163011	S	19	0.00000	0	0.00000	59	0.00002	0	0.00000	0	0.00000	0	0.00000	122	0.00002
Bremerella volcania	2527984	S	32	0.00001	0	0.00000	28	0.00001	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia fungorum	134537	S	4029	0.00098	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. WCHAc010052	2004647	S	0	0.00000	0	0.00000	0	0.00000	36	0.00001	0	0.00000	0	0.00000	0	0.00000
Campylobacter subantarcticus	497724	S	84	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00001
Chryseobacterium arthrosphaerae	651561	S	14	0.00000	0	0.00000	212	0.00006	0	0.00000	0	0.00000	0	0.00000	471	0.00009
Bradyrhizobium guangxiense	1325115	S	0	0.00000	9564	0.00098	37	0.00001	253	0.00005	0	0.00000	0	0.00000	0	0.00000
Trichodesmium erythraeum	1206	S	200	0.00005	106	0.00001	249	0.00007	0	0.00000	745	0.00011	0	0.00000	51	0.00001
Bacteriovorax stolpii	960	S	19	0.00000	0	0.00000	189	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysinibacillus timonensis	2086577	S	541	0.00013	27	0.00000	651	0.00019	0	0.00000	63	0.00001	0	0.00000	47	0.00001
Actinoplanes missouriensis	1866	S	0	0.00000	0	0.00000	0	0.00000	574	0.00012	0	0.00000	0	0.00000	14	0.00000
Wenling hepe-like virus 1	1923493	S	0	0.00000	0	0.00000	227	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rothia terrae	396015	S	53	0.00001	0	0.00000	19	0.00001	0	0.00000	0	0.00000	229	0.00140	0	0.00000
Propionibacterium virus Lauchelly	1982257	S	525	0.00013	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Francisella tularensis	263	S	392	0.00009	0	0.00000	911	0.00026	0	0.00000	62	0.00001	0	0.00000	384	0.00007
Mycobacteroides chelonae	1774	S	22	0.00001	56	0.00001	516	0.00015	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacter bremensis	60035	S	0	0.00000	0	0.00000	38	0.00001	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Phytobacter ursingii	1972431	S	0	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Azoarcus pumilus	2067960	S	97	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
